tick,time,Steer,Brake,Throttle,Distance_Bicycle,Distance_Motorbike,Distance_SmallCar,Location_X,Location_Y,Location_Z,Rotation_Pitch,Rotation_Yaw,Rotation_Roll,Speed_kmh,Heading,GNSS_Latitude,GNSS_Longitude,Height,Reverse,Hand_Brake,Manual,Gear,Collision_History,Nearby_Vehicles_Count,Nearby_Vehicles_Details
598,21:46:14:037,0.004229739308357239,0.0,0.9932669997215271,167.7226989595922,36.60580953545326,250.82681677597765,-103.58340454101562,33.39552307128906,9.13831615447998,1.233709692955017,0.008851210586726665,-0.0093994140625,78.08884084415392,N,,,,False,False,False,5,,,
599,21:46:14:065,0.004229739308357239,0.0,0.9932669997215271,167.7226989595922,36.60580953545326,250.82681677597765,-103.58340454101562,33.39552307128906,9.13831615447998,1.233709692955017,0.008851210586726665,-0.0093994140625,78.08884084415392,N,,,,False,False,False,5,,,
600,21:46:14:086,0.004229739308357239,0.0,0.9932669997215271,167.7226989595922,36.60580953545326,250.82681677597765,-103.58340454101562,33.39552307128906,9.13831615447998,1.233709692955017,0.008851210586726665,-0.0093994140625,78.08884084415392,N,,,,False,False,False,5,,,
601,21:46:14:111,0.004229739308357239,0.0,0.9932669997215271,169.46123036338497,34.87753388387511,249.08827263561327,-101.84439849853516,33.3895149230957,9.173687934875488,1.244590163230896,0.14842240512371063,-0.01513671688735485,78.53103616536806,N,,,,False,False,False,5,,,
602,21:46:14:132,0.004229739308357239,0.0,0.9932669997215271,169.86953456107344,34.47173060614607,248.67994722879772,-101.43597412109375,33.38863754272461,9.18199348449707,1.2467211484909058,0.1807827651500702,-0.01623534969985485,78.64003595089356,N,,,,False,False,False,5,,,
603,21:46:14:228,0.004229739308357239,0.0,0.9932669997215271,171.14079878583775,33.208499430720394,247.40856481626935,-100.164306640625,33.3871955871582,9.207795143127441,1.2526224851608276,0.28060778975486755,-0.018890380859375,78.99022193141207,N,,,,False,False,False,5,,,
604,21:46:14:283,0.004229739308357239,0.0,0.9932669997215271,173.22796586050947,31.13543665877707,245.32104677753645,-98.07640075683594,33.38918685913086,9.249971389770508,1.2609211206436157,0.44170936942100525,-0.0215759240090847,79.59401432267322,N,,,,False,False,False,5,,,
605,21:46:14:305,0.004229739308357239,0.0,0.9932669997215271,173.62808202460343,30.738170106106526,244.92084079004113,-97.67613220214844,33.39019775390625,9.258034706115723,1.2623486518859863,0.4722348153591156,-0.02191161923110485,79.71314528178218,N,,,,False,False,False,5,,,
606,21:46:14:388,0.0014099122490733862,0.0,0.9932669997215271,175.5456601361773,28.835071297869217,243.00274605670418,-95.75778198242188,33.397430419921875,9.296601295471191,1.2684139013290405,0.5986849665641785,-0.01782226376235485,80.29656114553418,NE,,,,False,False,False,5,,,
607,21:46:14:404,0.0014099122490733862,0.0,0.9932669997215271,175.8897455832041,28.493742830753053,242.65855346173942,-95.4135513305664,33.39914321899414,9.303512573242188,1.26939058303833,0.6176512837409973,-0.01672363467514515,80.40298455852806,NE,,,,False,False,False,5,,,
