tick,time,steerCmd,brakeCmd,throttleCmd,distance1,distance2
683,22:24:39:168,-67.50000268220901,0.0,1.0,635.2865447814754,568.7420647750797
684,22:24:39:189,-67.50000268220901,0.0,1.0,635.2865447814754,568.7420647750797
685,22:24:39:199,-67.50000268220901,0.0,1.0,635.2865447814754,568.7420647750797
686,22:24:39:218,-67.50000268220901,0.0,1.0,635.2865447814754,568.7420647750797
687,22:24:39:236,-67.50000268220901,0.0,1.0,635.2865447814754,568.7420647750797
688,22:24:39:247,-67.50000268220901,0.0,1.0,635.2865447814754,568.7420647750797
689,22:24:39:264,-67.50000268220901,0.0,1.0,635.2865447814754,568.7420647750797
690,22:24:39:281,-90.00000134110451,0.0,1.0,634.0902488793231,567.5798528906464
691,22:24:39:296,-90.00000134110451,0.0,1.0,634.0902488793231,567.5798528906464
692,22:24:39:317,-90.00000134110451,0.0,1.0,633.8767320167955,567.3685366879923
693,22:24:39:328,-90.00000134110451,0.0,1.0,633.8767320167955,567.3685366879923
694,22:24:39:344,-90.00000134110451,0.0,1.0,633.5895118289587,567.084428045626
695,22:24:39:381,-90.00000134110451,0.0,1.0,633.5895118289587,567.084428045626
696,22:24:39:403,-90.00000134110451,0.0,1.0,633.5895118289587,567.084428045626
697,22:24:39:411,-90.00000134110451,0.0,1.0,633.5895118289587,567.084428045626
698,22:24:39:427,-112.5,0.0,1.0,632.7994832374488,566.3136854016986
699,22:24:39:443,-112.5,0.0,1.0,632.7994832374488,566.3136854016986
700,22:24:39:461,-112.5,0.0,1.0,632.4993227689956,566.0173914304901
701,22:24:39:475,-112.5,0.0,1.0,632.4993227689956,566.0173914304901
702,22:24:39:492,-112.5,0.0,1.0,632.2835879834399,565.8035157837563
703,22:24:39:510,-112.5,0.0,1.0,632.2835879834399,565.8035157837563
704,22:24:39:521,0.0,0.0,1.0,631.9869277949285,565.5101972352305
705,22:24:39:539,0.0,0.0,1.0,631.9869277949285,565.5101972352305
706,22:24:39:555,0.0,0.0,1.0,631.6546640497706,565.1821983647837
707,22:24:39:569,0.0,0.0,1.0,631.6546640497706,565.1821983647837
708,22:24:39:591,0.0,0.0,1.0,631.6546640497706,565.1821983647837
709,22:24:39:602,0.0,0.0,1.0,631.6546640497706,565.1821983647837
710,22:24:39:620,0.0,0.0,1.0,631.6546640497706,565.1821983647837
711,22:24:39:640,0.0,0.0,1.0,631.6546640497706,565.1821983647837
712,22:24:39:651,0.0,0.0,1.0,631.6546640497706,565.1821983647837
713,22:24:39:668,0.0,0.0,1.0,631.6546640497706,565.1821983647837
714,22:24:39:682,22.500000335276127,0.0,1.0,630.6602469659557,564.2071361007255
715,22:24:39:701,22.500000335276127,0.0,1.0,630.6602469659557,564.2071361007255
716,22:24:39:719,22.500000335276127,0.0,1.0,630.401831977924,563.9517004420982
717,22:24:39:732,22.500000335276127,0.0,1.0,630.401831977924,563.9517004420982
718,22:24:39:751,22.500000335276127,0.0,1.0,630.061630121514,563.616003094813
719,22:24:39:762,22.500000335276127,0.0,1.0,630.061630121514,563.616003094813
720,22:24:39:781,22.500000335276127,0.0,1.0,629.8532946462253,563.4095299432057
721,22:24:39:795,22.500000335276127,0.0,1.0,629.8532946462253,563.4095299432057
722,22:24:39:811,45.000000670552254,0.0,1.0,629.619447599525,563.1778853381094
723,22:24:39:829,45.000000670552254,0.0,1.0,629.6194473863278,563.1805241267581
724,22:24:39:841,45.000000670552254,0.0,1.0,629.3732397953067,562.9340145483199
725,22:24:39:860,45.000000670552254,0.0,1.0,629.3732397953067,562.9340145483199
726,22:24:39:873,45.000000670552254,0.0,1.0,629.0526528815539,562.6171130352909
727,22:24:39:892,45.000000670552254,0.0,1.0,629.0526528815539,562.6171130352909
728,22:24:39:909,45.000000670552254,0.0,1.0,629.0526528815539,562.6171130352909
729,22:24:39:923,45.000000670552254,0.0,1.0,629.0526528815539,562.6171130352909
730,22:24:39:940,45.000000670552254,0.0,1.0,629.0526528815539,562.6171130352909
731,22:24:39:953,45.000000670552254,0.0,1.0,629.0526528815539,562.6171130352909
732,22:24:39:974,45.000000670552254,0.0,1.0,629.0526528815539,562.6171130352909
733,22:24:39:988,45.000000670552254,0.0,1.0,628.0512180253905,561.6447435722228
734,22:24:40:003,45.000000670552254,0.0,1.0,628.0512180253905,561.6447435722228
735,22:24:40:023,67.50000268220901,0.0,1.0,627.8439468645073,561.4396920645485
736,22:24:40:034,67.50000268220901,0.0,1.0,627.8439468645073,561.4396920645485
737,22:24:40:057,67.50000268220901,0.0,1.0,627.5084729314057,561.1086113467627
738,22:24:40:066,67.50000268220901,0.0,1.0,627.5084729314057,561.1086113467627
739,22:24:40:084,67.50000268220901,0.0,1.0,627.2196949902915,560.8231119202776
740,22:24:40:099,67.50000268220901,0.0,1.0,626.9313124712835,560.5379978006835
741,22:24:40:114,67.50000268220901,0.0,1.0,626.9313124712835,560.5379978006835
742,22:24:40:134,67.50000268220901,0.0,1.0,626.9313124712835,560.5379978006835
743,22:24:40:145,67.50000268220901,0.0,1.0,626.5121837823239,560.1239335803504
744,22:24:40:163,67.50000268220901,0.0,1.0,626.5121837823239,560.1239335803504
745,22:24:40:180,67.50000268220901,0.0,1.0,626.5121837823239,560.1239335803504
746,22:24:40:194,67.50000268220901,0.0,1.0,626.5121837823239,560.1239335803504
747,22:24:40:212,67.50000268220901,0.0,1.0,626.5121837823239,560.1239335803504
748,22:24:40:226,67.50000268220901,0.0,1.0,626.5121837823239,560.1239335803504
749,22:24:40:241,67.50000268220901,0.0,1.0,626.5121837823239,560.1239335803504
750,22:24:40:263,90.00000134110451,0.0,1.0,625.2229827712221,558.86772092554
751,22:24:40:274,90.00000134110451,0.0,1.0,625.2229827712221,558.86772092554
752,22:24:40:295,0.0,0.0,1.0,624.9641403316589,558.6113126696985
753,22:24:40:308,0.0,0.0,1.0,624.9641403316589,558.6113126696985
754,22:24:40:322,0.0,0.0,1.0,624.6410872013005,558.2912826880632
755,22:24:40:344,0.0,0.0,1.0,624.6410872013005,558.2912826880632
756,22:24:40:354,0.0,0.0,1.0,624.2307399646007,557.8850197302247
757,22:24:40:372,0.0,0.0,1.0,624.2307399646007,557.8850197302247
758,22:24:40:388,0.0,0.0,1.0,623.7890763457323,557.4467905753831
759,22:24:40:402,0.0,0.0,1.0,623.7890763457323,557.4467905753831
760,22:24:40:424,0.0,0.0,1.0,623.7890763457323,557.4467905753831
761,22:24:40:434,0.0,0.0,1.0,623.7890763457323,557.4467905753831
762,22:24:40:453,0.0,0.0,1.0,623.7890763457323,557.4467905753831
763,22:24:40:471,0.0,0.0,1.0,623.7890763457323,557.4467905753831
764,22:24:40:482,0.0,0.0,1.0,623.7890763457323,557.4467905753831
765,22:24:40:501,0.0,0.0,1.0,623.7890763457323,557.4467905753831
766,22:24:40:514,0.0,0.0,1.0,622.2646944975872,555.9595657192933
767,22:24:40:529,0.0,0.0,1.0,622.2646944975872,555.9595657192933
768,22:24:40:549,0.0,0.0,1.0,621.9789690393969,555.6762799083218
769,22:24:40:561,0.0,0.0,1.0,621.6011272721769,555.3018076010666
770,22:24:40:579,0.0,0.0,1.0,621.6011272721769,555.3018076010666
771,22:24:40:595,0.0,0.0,1.0,621.6011272721769,555.3018076010666
772,22:24:40:609,0.0,0.0,1.0,621.1534908782941,554.8584756768465
773,22:24:40:629,0.0,0.0,1.0,621.1534908782941,554.8584756768465
774,22:24:40:641,0.0,0.0,1.0,620.6339083996406,554.3441021046045
775,22:24:40:659,0.0,0.0,1.0,620.6339083996406,554.3441021046045
776,22:24:40:677,0.0,0.0,1.0,620.6339083996406,554.3441021046045
777,22:24:40:690,0.0,0.0,1.0,620.6339083996406,554.3441021046045
778,22:24:40:709,0.0,0.0,1.0,620.6339083996406,554.3441021046045
779,22:24:40:723,0.0,0.0,1.0,620.6339083996406,554.3441021046045
780,22:24:40:739,0.0,0.0,1.0,620.6339083996406,554.3441021046045
781,22:24:40:755,0.0,0.0,1.0,620.6339083996406,554.3441021046045
782,22:24:40:770,0.0,0.0,1.0,618.955128235394,552.7022535180421
783,22:24:40:788,0.0,0.0,1.0,618.6565159193754,552.4059522494482
784,22:24:40:806,0.0,0.0,1.0,618.6565159193754,552.4059522494482
785,22:24:40:819,0.0,0.0,1.0,618.2588218565992,552.0114881826782
786,22:24:40:839,0.0,0.0,1.0,618.2588218565992,552.0114881826782
787,22:24:40:850,0.0,0.0,1.0,617.7516655566176,551.5090488388009
788,22:24:40:869,0.0,0.0,1.0,617.7516655566176,551.5090488388009
789,22:24:40:887,0.0,0.0,1.0,617.7516655566176,551.5090488388009
790,22:24:40:897,0.0,0.0,1.0,617.1973680919294,550.9597776069843
791,22:24:40:914,0.0,0.0,1.0,617.1973680919294,550.9597776069843
792,22:24:40:930,0.0,0.0,1.0,617.1973680919294,550.9597776069843
793,22:24:40:945,0.0,0.0,1.0,617.1973680919294,550.9597776069843
794,22:24:40:964,0.0,0.0,1.0,617.1973680919294,550.9597776069843
795,22:24:40:977,0.0,0.0,1.0,617.1973680919294,550.9597776069843
796,22:24:40:994,0.0,0.0,1.0,617.1973680919294,550.9597776069843
797,22:24:41:013,22.500000335276127,0.0,1.0,615.4255392565465,549.2247940236971
798,22:24:41:027,22.500000335276127,0.0,1.0,615.4255392565465,549.2247940236971
799,22:24:41:045,22.500000335276127,0.0,1.0,615.058654481965,548.8609993749476
800,22:24:41:058,22.500000335276127,0.0,1.0,615.058654481965,548.8609993749476
801,22:24:41:075,22.500000335276127,0.0,1.0,614.6413985374087,548.4467619922615
802,22:24:41:096,22.500000335276127,0.0,1.0,614.6413985374087,548.4467619922615
803,22:24:41:106,22.500000335276127,0.0,1.0,614.641398523166,548.4519651457942
804,22:24:41:126,22.500000335276127,0.0,1.0,614.0635722052746,547.8741803297623
805,22:24:41:140,22.500000335276127,0.0,1.0,613.6087805684543,547.4226577049201
806,22:24:41:154,22.500000335276127,0.0,1.0,613.6087805684543,547.4226577049201
807,22:24:41:174,22.500000335276127,0.0,1.0,613.6087805684543,547.4226577049201
808,22:24:41:186,45.000000670552254,0.0,1.0,612.968341678474,546.7875023373224
809,22:24:41:204,45.000000670552254,0.0,1.0,612.968341678474,546.7875023373224
810,22:24:41:220,45.000000670552254,0.0,1.0,612.968341678474,546.7875023373224
811,22:24:41:234,45.000000670552254,0.0,1.0,612.968341678474,546.7875023373224
812,22:24:41:254,45.000000670552254,0.0,1.0,612.968341678474,546.7875023373224
813,22:24:41:266,45.000000670552254,0.0,1.0,612.968341678474,546.7875023373224
814,22:24:41:281,45.000000670552254,0.0,1.0,612.968341678474,546.7875023373224
815,22:24:41:301,45.000000670552254,0.0,1.0,612.3454623821669,546.1696187073944
816,22:24:41:313,45.000000670552254,0.0,1.0,611.057708159278,544.9135749739332
817,22:24:41:331,45.000000670552254,0.0,1.0,610.6769372130253,544.535739095841
818,22:24:41:347,45.000000670552254,0.0,1.0,610.6769372130253,544.535739095841
819,22:24:41:362,45.000000670552254,0.0,1.0,610.2756221470428,544.1371787180229
820,22:24:41:381,45.000000670552254,0.0,1.0,610.2756221470428,544.1371787180229
821,22:24:41:393,67.50000268220901,0.0,1.0,609.7150636093784,543.5813448723343
822,22:24:41:413,67.50000268220901,0.0,1.0,609.7150636093784,543.5813448723343
823,22:24:41:428,67.50000268220901,0.0,1.0,609.7150636093784,543.5813448723343
824,22:24:41:444,0.0,0.0,1.0,609.0104080025329,542.8836735605792
825,22:24:41:461,0.0,0.0,1.0,609.0104080025329,542.8836735605792
826,22:24:41:475,0.0,0.0,1.0,609.0104080025329,542.8836735605792
827,22:24:41:489,0.0,0.0,1.0,609.0104080025329,542.8836735605792
828,22:24:41:508,0.0,0.0,1.0,609.0104080025329,542.8836735605792
829,22:24:41:522,0.0,0.0,1.0,609.0104080025329,542.8836735605792
830,22:24:41:540,0.0,0.0,1.0,609.0104080025329,542.8836735605792
831,22:24:41:556,0.0,0.0,1.0,608.4677399224732,542.3731164629464
832,22:24:41:570,0.0,0.0,1.0,607.1843567815289,541.089878872084
833,22:24:41:590,0.0,0.0,1.0,606.760252451861,540.669105977496
834,22:24:41:603,0.0,0.0,1.0,606.760252451861,540.669105977496
835,22:24:41:618,0.0,0.0,1.0,606.3438220962105,540.255611337042
836,22:24:41:635,0.0,0.0,1.0,606.3438220962105,540.255611337042
837,22:24:41:650,0.0,0.0,1.0,606.3438220962105,540.255611337042
838,22:24:41:666,0.0,0.0,1.0,606.3438220962105,540.255611337042
839,22:24:41:683,0.0,0.0,1.0,606.3438220962105,540.255611337042
840,22:24:41:702,0.0,0.0,1.0,604.9267122764895,538.8575039334482
841,22:24:41:714,0.0,0.0,1.0,604.9267122764895,538.8575039334482
842,22:24:41:735,0.0,0.0,1.0,604.4714944108549,538.405723901131
843,22:24:41:747,0.0,0.0,1.0,604.4714944108549,538.405723901131
844,22:24:41:763,0.0,0.0,1.0,603.9859687541857,537.9230636348992
845,22:24:41:783,0.0,0.0,1.0,603.9859687541857,537.9230636348992
846,22:24:41:794,0.0,0.0,1.0,603.4396300169127,537.3802887360555
847,22:24:41:810,0.0,0.0,1.0,603.4396300169127,537.3802887360555
848,22:24:41:830,0.0,0.0,1.0,603.4396300169127,537.3802887360555
849,22:24:41:843,0.0,0.0,1.0,602.7488179239796,536.6948086601294
850,22:24:41:861,0.0,0.0,1.0,602.7488179239796,536.6948086601294
851,22:24:41:877,0.0,0.0,1.0,602.7488179239796,536.6948086601294
852,22:24:41:891,0.0,0.0,1.0,602.7488179239796,536.6948086601294
853,22:24:41:911,0.0,0.0,1.0,602.7488179239796,536.6948086601294
854,22:24:41:923,0.0,0.0,1.0,602.7488179239796,536.6948086601294
855,22:24:41:939,0.0,0.0,1.0,602.7488179239796,536.6948086601294
856,22:24:41:958,0.0,0.0,1.0,602.7488178610199,536.7003616609372
857,22:24:41:971,0.0,0.0,1.0,600.6695270583697,534.6388645693596
858,22:24:41:988,0.0,0.0,1.0,600.6695270583697,534.6388645693596
859,22:24:42:006,0.0,0.0,1.0,600.2298531081601,534.2008218675265
860,22:24:42:019,0.0,0.0,1.0,600.2298531081601,534.2008218675265
861,22:24:42:039,0.0,0.0,1.0,599.6866128819685,533.6615260688147
862,22:24:42:050,0.0,0.0,1.0,599.2173395403971,533.1956657725393
863,22:24:42:069,0.0,0.0,1.0,599.2173395403971,533.1956657725393
864,22:24:42:087,0.0,0.0,1.0,599.2173395403971,533.1956657725393
865,22:24:42:099,0.0,0.0,1.0,598.5977503550442,532.5806110796433
866,22:24:42:118,0.0,0.0,1.0,598.5977503550442,532.5806110796433
867,22:24:42:132,0.0,0.0,1.0,597.894930860697,531.8834213813947
868,22:24:42:147,0.0,0.0,1.0,597.894930860697,531.8834213813947
869,22:24:42:164,0.0,0.0,1.0,597.894930860697,531.8834213813947
870,22:24:42:178,0.0,0.0,1.0,597.894930860697,531.8834213813947
871,22:24:42:196,0.0,0.0,1.0,597.894930860697,531.8834213813947
872,22:24:42:215,0.0,0.0,1.0,597.894930860697,531.8834213813947
873,22:24:42:226,0.0,0.0,1.0,597.894930860697,531.8834213813947
874,22:24:42:245,0.0,0.0,1.0,597.894930860697,531.8834213813947
875,22:24:42:262,0.0,0.0,1.0,595.7432484116433,529.7694011021518
876,22:24:42:276,0.0,0.0,1.0,595.7432484116433,529.7694011021518
877,22:24:42:293,0.0,0.0,1.0,595.2351639214398,529.2654277930613
878,22:24:42:307,0.0,0.0,1.0,595.2351639214398,529.2654277930613
879,22:24:42:325,-22.500000335276127,0.0,1.0,594.6952972633717,528.7294120952218
880,22:24:42:344,-22.500000335276127,0.0,1.0,594.6952972633717,528.7294120952218
881,22:24:42:355,-22.500000335276127,0.0,1.0,594.1965210560613,528.2339570606352
882,22:24:42:375,-22.500000335276127,0.0,1.0,594.1965210560613,528.2339570606352
883,22:24:42:388,-22.500000335276127,0.0,1.0,593.527637699191,527.570859988806
884,22:24:42:402,-22.500000335276127,0.0,1.0,593.527637699191,527.570859988806
885,22:24:42:422,-22.500000335276127,0.0,1.0,593.527637699191,527.570859988806
886,22:24:42:434,-22.500000335276127,0.0,1.0,592.7806763774274,526.8293767712972
887,22:24:42:452,-22.500000335276127,0.0,1.0,592.7806763774274,526.8293767712972
888,22:24:42:469,-22.500000335276127,0.0,1.0,592.7806763774274,526.8293767712972
889,22:24:42:483,-22.500000335276127,0.0,1.0,592.7806763774274,526.8293767712972
890,22:24:42:502,-22.500000335276127,0.0,1.0,592.7806763774274,526.8293767712972
891,22:24:42:516,-22.500000335276127,0.0,1.0,592.7806763774274,526.8293767712972
892,22:24:42:532,-22.500000335276127,0.0,1.0,592.7806763774274,526.8293767712972
893,22:24:42:550,0.0,0.0,1.0,592.0508190012723,526.1047225264134
894,22:24:42:563,0.0,0.0,1.0,590.5700581082981,524.6547086996494
895,22:24:42:581,0.0,0.0,1.0,590.1096406043796,524.1974351655201
896,22:24:42:597,0.0,0.0,1.0,590.1096406043796,524.1974351655201
897,22:24:42:611,0.0,0.0,1.0,589.6170798070743,523.7078013598428
898,22:24:42:630,0.0,0.0,1.0,589.6170798070743,523.7078013598428
899,22:24:42:643,0.0,0.0,1.0,588.9644450623349,523.0587143019371
900,22:24:42:661,0.0,0.0,1.0,588.9644450623349,523.0587143019371
901,22:24:42:680,0.0,0.0,1.0,588.9644450623349,523.0587143019371
902,22:24:42:691,0.0,0.0,1.0,588.2392630075967,522.3394709879324
903,22:24:42:710,0.0,0.0,1.0,588.2392630075967,522.3394709879324
904,22:24:42:724,0.0,0.0,1.0,588.2392630075967,522.3394709879324
905,22:24:42:739,0.0,0.0,1.0,588.2392630075967,522.3394709879324
906,22:24:42:757,0.0,0.0,1.0,588.2392630075967,522.3394709879324
907,22:24:42:771,0.0,0.0,1.0,588.2392630075967,522.3394709879324
908,22:24:42:789,0.0,0.0,1.0,588.2392630075967,522.3394709879324
909,22:24:42:805,0.0,0.0,1.0,585.9938007599164,520.1304150807816
910,22:24:42:820,0.0,0.0,1.0,585.9938007599164,520.1304150807816
911,22:24:42:839,0.0,0.0,1.0,585.511166276754,519.6510505014829
912,22:24:42:851,0.0,0.0,1.0,585.511166276754,519.6510505014829
913,22:24:42:869,0.0,0.0,1.0,584.9271804470527,519.0708769706118
914,22:24:42:887,0.0,0.0,1.0,584.9271804470527,519.0708769706118
915,22:24:42:898,0.0,0.0,1.0,584.3453864998224,518.4927908174169
916,22:24:42:919,0.0,0.0,1.0,584.3453864998224,518.4927908174169
917,22:24:42:932,0.0,0.0,1.0,583.5925666302164,517.745377843202
918,22:24:42:947,0.0,0.0,1.0,583.5925666302164,517.745377843202
919,22:24:42:963,0.0,0.0,1.0,583.5925666302164,517.745377843202
920,22:24:42:978,0.0,0.0,1.0,583.5925666302164,517.745377843202
921,22:24:42:996,0.0,0.0,1.0,583.5925666302164,517.745377843202
922,22:24:43:014,0.0,0.0,1.0,583.5925666302164,517.745377843202
923,22:24:43:027,0.0,0.0,1.0,583.5925666302164,517.745377843202
924,22:24:43:045,0.0,0.0,1.0,583.5925666302164,517.745377843202
925,22:24:43:104,0.0,0.0,1.0,580.66370943564,514.8703266637331
926,22:24:43:108,0.0,0.0,1.0,580.2217916255291,514.4428161952072
927,22:24:43:126,0.0,0.0,1.0,580.2217916255291,514.4428161952072
928,22:24:43:142,0.0,0.0,1.0,579.5130123720397,513.7401019033633
929,22:24:43:156,-22.500000335276127,0.0,1.0,579.5130123720397,513.7401019033633
930,22:24:43:178,-22.500000335276127,0.0,1.0,579.5130123720397,513.7401019033633
931,22:24:43:308,-22.500000335276127,0.0,1.0,577.8713167572853,512.1206088847938
932,22:24:43:314,-22.500000335276127,0.0,1.0,576.1816228772997,510.4799085757195
933,22:24:43:329,-22.500000335276127,0.0,1.0,576.1816228772997,510.4799085757195
934,22:24:43:349,0.0,0.0,1.0,575.7093178926685,510.010767558208
935,22:24:43:361,0.0,0.0,1.0,575.7093178926685,510.010767558208
936,22:24:43:437,0.0,0.0,1.0,574.4530169272288,508.7668634093282
937,22:24:43:442,0.0,0.0,1.0,573.5834591584065,507.9160614377291
938,22:24:43:460,0.0,0.0,1.0,573.5834591584065,507.9160614377291
939,22:24:43:479,0.0,0.0,1.0,573.5834591584065,507.9160614377291
940,22:24:43:489,0.0,0.0,1.0,573.5834591584065,507.9160614377291
941,22:24:43:510,0.0,0.0,1.0,573.5834591584065,507.9160614377291
942,22:24:43:523,0.0,0.0,1.0,573.5834591584065,507.9160614377291
943,22:24:43:537,0.0,0.0,1.0,573.5834591584065,507.9160614377291
944,22:24:43:556,0.0,0.0,1.0,573.5834591584065,507.9160614377291
945,22:24:43:611,0.0,0.0,1.0,570.5639394370114,504.95371888104467
946,22:24:43:616,0.0,0.0,1.0,570.023996837301,504.43141010343845
947,22:24:43:633,0.0,0.0,1.0,570.023996837301,504.43141010343845
948,22:24:43:649,0.0,0.0,1.0,570.0239965312899,504.43874547804984
949,22:24:43:664,0.0,0.0,1.0,569.2217097906408,503.63668786574647
950,22:24:43:684,0.0,0.0,1.0,569.2217097906408,503.63668786574647
951,22:24:43:819,0.0,0.0,1.0,567.4534520068959,501.8893588880603
952,22:24:43:824,0.0,0.0,1.0,565.6155177048315,500.10148080684195
953,22:24:43:838,0.0,0.0,1.0,565.6155177048315,500.10148080684195
954,22:24:43:860,-22.500000335276127,0.0,1.0,565.0767962619892,499.56646875821167
955,22:24:43:871,-22.500000335276127,0.0,1.0,565.0767962619892,499.56646875821167
956,22:24:43:946,-22.500000335276127,0.0,1.0,563.7072643765172,498.2095335536636
957,22:24:43:950,-22.500000335276127,0.0,1.0,562.8681334235282,497.38704636091836
958,22:24:43:966,-22.500000335276127,0.0,1.0,562.8681334235282,497.38704636091836
959,22:24:43:991,-22.500000335276127,0.0,1.0,562.8681334235282,497.38704636091836
960,22:24:43:998,-22.500000335276127,0.0,1.0,562.8681334235282,497.38704636091836
961,22:24:44:015,0.0,0.0,1.0,561.7405969501392,496.27006487138993
962,22:24:44:032,0.0,0.0,1.0,561.7405969501392,496.27006487138993
963,22:24:44:046,0.0,0.0,1.0,561.7405969501392,496.27006487138993
964,22:24:44:065,0.0,0.0,1.0,561.7405969501392,496.27006487138993
965,22:24:44:079,0.0,0.0,1.0,561.7405969501392,496.27006487138993
966,22:24:44:094,0.0,0.0,1.0,561.7405969501392,496.27006487138993
967,22:24:44:113,0.0,0.0,1.0,561.7405969501392,496.27006487138993
968,22:24:44:143,0.0,0.0,1.0,559.0867534005088,493.65332256902155
969,22:24:44:154,0.0,0.0,1.0,558.6023819380903,493.18094991804554
970,22:24:44:173,0.0,0.0,1.0,558.6023819380903,493.18094991804554
971,22:24:44:189,0.0,0.0,1.0,557.9136689631295,492.49638391005345
972,22:24:44:203,0.0,0.0,1.0,557.9136689631295,492.49638391005345
973,22:24:44:217,0.0,0.0,1.0,557.9136689631295,492.49638391005345
974,22:24:44:234,0.0,0.0,1.0,557.9136689631295,492.49638391005345
975,22:24:44:305,0.0,0.0,0.0,555.3748168466836,489.9949185060531
976,22:24:44:309,0.0,0.0,0.0,554.9305622277953,489.5621242049794
977,22:24:44:327,0.0,0.0,0.0,554.9305622277953,489.5621242049794
978,22:24:44:346,0.0,0.0,0.0,554.9305622277953,489.5621242049794
979,22:24:44:357,0.0,0.0,0.0,553.9985991702342,488.6372593993916
980,22:24:44:376,0.0,0.0,0.0,553.9985991702342,488.6372593993916
981,22:24:44:519,0.0,0.0,0.0,552.0538042736913,486.7142806315494
982,22:24:44:525,0.0,0.0,0.0,550.1152663951576,484.8248967663228
983,22:24:44:541,0.0,0.0,0.0,550.1152663951576,484.8248967663228
984,22:24:44:561,0.0,0.0,0.0,549.4971931884613,484.2105661666223
985,22:24:44:573,0.0,0.0,0.0,549.4971931884613,484.2105661666223
986,22:24:44:646,0.0,0.0,0.0,548.1777111808941,482.8982888253249
987,22:24:44:650,0.0,0.0,0.0,547.280350227398,482.0131660188462
988,22:24:44:666,0.0,0.0,0.0,547.280350227398,482.0131660188462
989,22:24:44:686,0.0,0.0,0.0,547.280350227398,482.0131660188462
990,22:24:44:698,0.0,0.0,1.0,546.35598734179,481.09514821035907
991,22:24:44:717,0.0,0.0,1.0,546.35598734179,481.09514821035907
992,22:24:44:732,0.0,0.0,1.0,546.35598734179,481.09514821035907
993,22:24:44:747,0.0,0.0,1.0,546.35598734179,481.09514821035907
994,22:24:44:765,0.0,0.0,1.0,546.35598734179,481.09514821035907
995,22:24:44:777,0.0,0.0,1.0,546.35598734179,481.09514821035907
996,22:24:44:794,0.0,0.0,1.0,546.35598734179,481.09514821035907
997,22:24:44:810,0.0,0.0,1.0,546.35598734179,481.09514821035907
998,22:24:44:846,0.0,0.0,1.0,543.5193783103166,478.2997257049176
999,22:24:44:855,0.0,0.0,1.0,542.9113721344718,477.70802936423445
1000,22:24:44:872,0.0,0.0,1.0,542.9113721344718,477.70802936423445
1001,22:24:44:890,0.0,0.0,1.0,542.147349761214,476.9503003537038
1002,22:24:44:906,0.0,0.0,1.0,542.147349761214,476.9503003537038
1003,22:24:44:920,0.0,0.0,1.0,542.147349761214,476.9503003537038
1004,22:24:44:989,0.0,0.0,1.0,540.5005946614677,475.3192839270176
1005,22:24:44:994,0.0,0.0,1.0,539.7978658336107,474.6309677413506
1006,22:24:45:011,0.0,0.0,1.0,539.7978658336107,474.6309677413506
1007,22:24:45:029,0.0,0.0,1.0,539.7978658336107,474.6309677413506
1008,22:24:45:046,0.0,0.0,1.0,539.7978658336107,474.6309677413506
1009,22:24:45:059,0.0,0.0,1.0,538.4847484848182,473.33039703283083
1010,22:24:45:080,0.0,0.0,1.0,538.4847484848182,473.33039703283083
1011,22:24:45:091,0.0,0.0,1.0,538.4847484848182,473.33039703283083
1012,22:24:45:107,0.0,0.0,1.0,538.4847484848182,473.33039703283083
1013,22:24:45:203,0.0,0.0,1.0,536.1584894243056,471.02307474258237
1014,22:24:45:211,0.0,0.0,1.0,535.21657419238,470.0970318742571
1015,22:24:45:226,0.0,0.0,1.0,535.21657419238,470.0970318742571
1016,22:24:45:246,0.0,0.0,1.0,535.21657419238,470.0970318742571
1017,22:24:45:258,0.0,0.0,1.0,535.21657419238,470.0970318742571
1018,22:24:45:277,0.0,0.0,1.0,533.8786640796343,468.7725156202169
1019,22:24:45:291,0.0,0.0,1.0,533.8786640796343,468.7725156202169
1020,22:24:45:310,0.0,0.0,1.0,533.8786640796343,468.7725156202169
1021,22:24:45:400,0.0,0.0,1.0,531.8771520420565,466.7922581152864
1022,22:24:45:415,0.0,0.0,1.0,530.949548216657,465.88588271808044
1023,22:24:45:431,0.0,0.0,1.0,530.949548216657,465.88588271808044
1024,22:24:45:453,0.0,0.0,1.0,529.9805516250456,464.9244733293966
1025,22:24:45:463,0.0,0.0,1.0,529.9805516250456,464.9244733293966
1026,22:24:45:480,0.0,0.0,1.0,529.9805516250456,464.9244733293966
1027,22:24:45:498,0.0,0.0,1.0,529.9805516250456,464.9244733293966
1028,22:24:45:517,0.0,0.0,1.0,529.9805516250456,464.9244733293966
1029,22:24:45:612,0.0,0.0,1.0,527.2931390516402,462.27441998696816
1030,22:24:45:623,0.0,0.0,1.0,526.245942291188,461.2561311606149
1031,22:24:45:637,0.0,0.0,1.0,526.245942291188,461.2561311606149
1032,22:24:45:659,0.0,0.0,1.0,526.245942291188,461.2561311606149
1033,22:24:45:669,0.0,0.0,0.0,525.3049281208031,460.32210230583337
1034,22:24:45:685,0.0,0.0,0.0,525.3049281208031,460.32210230583337
1035,22:24:45:704,0.0,0.0,0.0,525.3049281208031,460.32210230583337
1036,22:24:45:716,0.0,0.0,0.0,525.3049281208031,460.32210230583337
1037,22:24:45:815,0.0,0.0,0.0,522.5622192263295,457.6195860810499
1038,22:24:45:825,0.0,0.0,0.0,521.7020650334048,456.78302366638263
